Date,Open,High,Low,Close,Adj Close,Volume,Name,Sector
2020-12-31,733.9500122070312,738.0499877929688,713.2999877929688,717.4000244140625,717.4000244140625,63332,GRINDWELL,Industrials
2021-01-01,721.0,733.7000122070312,716.6500244140625,718.1500244140625,718.1500244140625,45014,GRINDWELL,Industrials
2021-01-04,718.1500244140625,729.0,715.25,717.7999877929688,717.7999877929688,72820,GRINDWELL,Industrials
2021-01-05,705.0,766.9000244140625,705.0,757.0999755859375,757.0999755859375,79381,GRINDWELL,Industrials
2021-01-06,772.0,785.0,722.5499877929688,746.2000122070312,746.2000122070312,130157,GRINDWELL,Industrials
2021-01-07,748.0,775.0,736.6500244140625,751.25,751.25,83586,GRINDWELL,Industrials
2021-01-08,755.0499877929688,763.5,740.0,745.3499755859375,745.3499755859375,34785,GRINDWELL,Industrials
2021-01-11,748.9500122070312,764.9000244140625,731.0,760.4500122070312,760.4500122070312,70068,GRINDWELL,Industrials
2021-01-12,760.5,773.9000244140625,745.9000244140625,755.8499755859375,755.8499755859375,28101,GRINDWELL,Industrials
2021-01-13,753.0999755859375,758.8499755859375,729.4500122070312,734.4500122070312,734.4500122070312,36101,GRINDWELL,Industrials
2021-01-14,738.0,750.5999755859375,720.0,737.0,737.0,18868,GRINDWELL,Industrials
2021-01-15,740.5999755859375,749.75,722.0,724.2999877929688,724.2999877929688,50989,GRINDWELL,Industrials
2021-01-18,723.0499877929688,755.0,681.5,695.0999755859375,695.0999755859375,29062,GRINDWELL,Industrials
2021-01-19,699.7999877929688,744.0,699.7999877929688,729.7999877929688,729.7999877929688,47422,GRINDWELL,Industrials
2021-01-20,732.9500122070312,733.9500122070312,707.0,713.8499755859375,713.8499755859375,19525,GRINDWELL,Industrials
2021-01-21,724.9000244140625,747.0999755859375,715.0,722.75,722.75,43419,GRINDWELL,Industrials
2021-01-22,726.4000244140625,732.0,695.3499755859375,705.2000122070312,705.2000122070312,14730,GRINDWELL,Industrials
2021-01-25,705.2000122070312,725.0,700.4500122070312,717.2000122070312,717.2000122070312,25050,GRINDWELL,Industrials
2021-01-27,720.0,720.0,682.5999755859375,690.5,690.5,23920,GRINDWELL,Industrials
2021-01-28,683.7000122070312,700.0,672.0,675.4500122070312,675.4500122070312,36345,GRINDWELL,Industrials
2021-01-29,675.4500122070312,699.0,675.4500122070312,688.0499877929688,688.0499877929688,18616,GRINDWELL,Industrials
2021-02-01,694.8499755859375,710.9500122070312,682.4500122070312,706.25,706.25,51709,GRINDWELL,Industrials
2021-02-02,720.0,747.5999755859375,712.25,741.75,741.75,53493,GRINDWELL,Industrials
2021-02-03,738.2000122070312,804.7000122070312,738.2000122070312,780.9000244140625,780.9000244140625,707467,GRINDWELL,Industrials
2021-02-04,794.8499755859375,809.7000122070312,780.0999755859375,787.9000244140625,787.9000244140625,127012,GRINDWELL,Industrials
2021-02-05,787.9000244140625,827.9000244140625,780.0,800.75,800.75,145426,GRINDWELL,Industrials
2021-02-08,804.7999877929688,832.75,784.9500122070312,801.0999755859375,801.0999755859375,85046,GRINDWELL,Industrials
2021-02-09,805.0999755859375,873.7000122070312,805.0499877929688,844.7999877929688,844.7999877929688,184375,GRINDWELL,Industrials
2021-02-10,860.0,869.0,830.9000244140625,838.6500244140625,838.6500244140625,44748,GRINDWELL,Industrials
2021-02-11,838.0,889.0,832.2999877929688,870.1500244140625,870.1500244140625,99448,GRINDWELL,Industrials
2021-02-12,874.5499877929688,888.7999877929688,862.0,872.0,872.0,24748,GRINDWELL,Industrials
2021-02-15,876.4000244140625,889.0,845.4500122070312,881.4500122070312,881.4500122070312,36080,GRINDWELL,Industrials
2021-02-16,889.4000244140625,899.2000122070312,855.2999877929688,859.5,859.5,30128,GRINDWELL,Industrials
2021-02-17,848.7999877929688,877.9500122070312,841.5,845.2000122070312,845.2000122070312,39182,GRINDWELL,Industrials
2021-02-18,850.5,858.0,826.0,834.5,834.5,31331,GRINDWELL,Industrials
2021-02-19,833.5999755859375,843.8499755859375,813.3499755859375,820.6500244140625,820.6500244140625,36499,GRINDWELL,Industrials
2021-02-22,815.25,860.0,801.7999877929688,820.3499755859375,820.3499755859375,19500,GRINDWELL,Industrials
2021-02-23,829.9000244140625,846.5,816.0,821.4500122070312,821.4500122070312,35387,GRINDWELL,Industrials
2021-02-24,825.7999877929688,870.0,762.0,864.25,864.25,33733,GRINDWELL,Industrials
2021-02-25,871.7999877929688,889.9500122070312,867.0499877929688,882.7000122070312,882.7000122070312,47654,GRINDWELL,Industrials
2021-02-26,881.7000122070312,891.0,846.1500244140625,871.1500244140625,871.1500244140625,26990,GRINDWELL,Industrials
2021-03-01,862.5499877929688,923.0,862.5499877929688,912.0499877929688,912.0499877929688,67692,GRINDWELL,Industrials
2021-03-02,920.0,933.75,886.0999755859375,912.9500122070312,912.9500122070312,70884,GRINDWELL,Industrials
2021-03-03,912.9500122070312,972.0,904.8499755859375,952.75,952.75,119548,GRINDWELL,Industrials
2021-03-04,937.0,964.5,932.9500122070312,948.5999755859375,948.5999755859375,23565,GRINDWELL,Industrials
2021-03-05,948.5999755859375,948.9500122070312,895.2000122070312,903.2000122070312,903.2000122070312,51140,GRINDWELL,Industrials
2021-03-08,918.9500122070312,980.9500122070312,908.0,941.25,941.25,137388,GRINDWELL,Industrials
2021-03-09,953.7000122070312,974.4000244140625,927.2000122070312,939.4500122070312,939.4500122070312,171763,GRINDWELL,Industrials
2021-03-10,948.0,953.9500122070312,922.2000122070312,934.0499877929688,934.0499877929688,196981,GRINDWELL,Industrials
2021-03-12,939.0,959.0,910.0,921.0499877929688,921.0499877929688,33774,GRINDWELL,Industrials
2021-03-15,922.0499877929688,937.75,890.0,904.0,904.0,107511,GRINDWELL,Industrials
2021-03-16,910.0,927.25,905.0499877929688,913.3499755859375,913.3499755859375,21278,GRINDWELL,Industrials
2021-03-17,917.0,928.0,878.0,891.75,891.75,26542,GRINDWELL,Industrials
2021-03-18,910.0,922.0,851.0,864.5999755859375,864.5999755859375,30696,GRINDWELL,Industrials
2021-03-19,864.5999755859375,895.0,814.7999877929688,852.8499755859375,852.8499755859375,405421,GRINDWELL,Industrials
2021-03-22,857.2999877929688,895.0,857.2999877929688,889.1500244140625,889.1500244140625,123520,GRINDWELL,Industrials
2021-03-23,890.0499877929688,918.9500122070312,889.5499877929688,914.6500244140625,914.6500244140625,49415,GRINDWELL,Industrials
2021-03-24,913.0,913.0,861.3499755859375,872.25,872.25,19393,GRINDWELL,Industrials
2021-03-25,873.0,886.2999877929688,845.1500244140625,851.3499755859375,851.3499755859375,22741,GRINDWELL,Industrials
2021-03-26,875.0,910.0,856.9500122070312,888.5999755859375,888.5999755859375,49472,GRINDWELL,Industrials
2021-03-30,906.0,955.0,894.3499755859375,930.3499755859375,930.3499755859375,29481,GRINDWELL,Industrials
2021-03-31,930.3499755859375,965.0,901.0,952.2000122070312,952.2000122070312,40032,GRINDWELL,Industrials
