Date,Open,High,Low,Close,Adj Close,Volume,Name,Sector
2020-10-05,6090.0,6169.5,5857.7998046875,5881.14990234375,5881.14990234375,737910,BAJAJFINSV,Financial Services
2020-10-06,5957.0,6018.0,5890.0,5995.39990234375,5995.39990234375,606092,BAJAJFINSV,Financial Services
2020-10-07,5920.0,5938.0,5820.0,5905.25,5905.25,581223,BAJAJFINSV,Financial Services
2020-10-08,5950.0,6033.2001953125,5852.25,5871.9501953125,5871.9501953125,588972,BAJAJFINSV,Financial Services
2020-10-09,5885.0,6014.0,5870.0,5915.2001953125,5915.2001953125,659334,BAJAJFINSV,Financial Services
2020-10-12,5967.5,6000.0,5891.0,5912.75,5912.75,401435,BAJAJFINSV,Financial Services
2020-10-13,5900.0,5914.5,5825.0,5867.64990234375,5867.64990234375,365637,BAJAJFINSV,Financial Services
2020-10-14,5870.0,6145.0,5855.0498046875,6100.0498046875,6100.0498046875,1029535,BAJAJFINSV,Financial Services
2020-10-15,6125.0,6168.0,5880.10009765625,5899.0498046875,5899.0498046875,781979,BAJAJFINSV,Financial Services
2020-10-16,5939.7001953125,5980.0,5866.0,5952.2998046875,5952.2998046875,476245,BAJAJFINSV,Financial Services
2020-10-19,6000.0,6037.9501953125,5925.10009765625,5981.10009765625,5981.10009765625,379685,BAJAJFINSV,Financial Services
2020-10-20,5972.0,6025.0,5911.25,5951.85009765625,5951.85009765625,311122,BAJAJFINSV,Financial Services
2020-10-21,5967.5,6010.0,5735.10009765625,5904.14990234375,5904.14990234375,605561,BAJAJFINSV,Financial Services
2020-10-22,5848.0,6080.0,5845.9501953125,5873.39990234375,5873.39990234375,1229903,BAJAJFINSV,Financial Services
2020-10-23,5934.85009765625,5962.0,5823.85009765625,5831.5498046875,5831.5498046875,646896,BAJAJFINSV,Financial Services
2020-10-26,5872.64990234375,5872.64990234375,5645.0,5700.9501953125,5700.9501953125,783117,BAJAJFINSV,Financial Services
2020-10-27,5700.0,5806.5,5632.0,5667.25,5667.25,1550757,BAJAJFINSV,Financial Services
2020-10-28,5678.0,5743.0,5605.0,5642.35009765625,5642.35009765625,658790,BAJAJFINSV,Financial Services
2020-10-29,5640.0,5688.0,5607.2001953125,5623.9501953125,5623.9501953125,980811,BAJAJFINSV,Financial Services
2020-10-30,5650.0,5680.0,5511.0498046875,5573.5,5573.5,526338,BAJAJFINSV,Financial Services
2020-11-02,5601.39990234375,5725.0,5560.0,5701.4501953125,5701.4501953125,491399,BAJAJFINSV,Financial Services
2020-11-03,5752.0,5810.0,5696.7001953125,5743.60009765625,5743.60009765625,575536,BAJAJFINSV,Financial Services
2020-11-04,5743.60009765625,5839.0,5715.9501953125,5811.85009765625,5811.85009765625,590961,BAJAJFINSV,Financial Services
2020-11-05,5855.0,6080.60009765625,5845.25,6055.14990234375,6055.14990234375,848673,BAJAJFINSV,Financial Services
2020-11-06,6025.0,6350.0,6025.0,6286.4501953125,6286.4501953125,1559339,BAJAJFINSV,Financial Services
2020-11-09,6350.0,6439.0,6257.5,6283.35009765625,6283.35009765625,968156,BAJAJFINSV,Financial Services
2020-11-10,6450.0,6733.75,6311.0498046875,6687.64990234375,6687.64990234375,2170438,BAJAJFINSV,Financial Services
2020-11-11,6690.0,6977.75,6586.14990234375,6944.7998046875,6944.7998046875,2542469,BAJAJFINSV,Financial Services
2020-11-12,6943.9501953125,7060.0,6850.64990234375,7026.2001953125,7026.2001953125,1280916,BAJAJFINSV,Financial Services
2020-11-13,6940.0,7300.0,6935.89990234375,7261.10009765625,7261.10009765625,1654574,BAJAJFINSV,Financial Services
2020-11-17,7361.0,7407.60009765625,7251.0,7365.35009765625,7365.35009765625,1172544,BAJAJFINSV,Financial Services
2020-11-18,7372.0,7845.0,7320.39990234375,7789.9501953125,7789.9501953125,1475637,BAJAJFINSV,Financial Services
2020-11-19,7789.9501953125,8199.900390625,7750.0,7823.39990234375,7823.39990234375,3387040,BAJAJFINSV,Financial Services
2020-11-20,7843.0,8588.650390625,7843.0,8542.599609375,8542.599609375,4110412,BAJAJFINSV,Financial Services
2020-11-23,8710.0,8982.650390625,8621.0,8774.349609375,8774.349609375,3607587,BAJAJFINSV,Financial Services
2020-11-24,8819.900390625,8908.0,8695.099609375,8859.7001953125,8859.7001953125,1789862,BAJAJFINSV,Financial Services
2020-11-25,8940.0,9009.0,8642.75,8717.75,8717.75,1986153,BAJAJFINSV,Financial Services
2020-11-26,8740.0,8842.0,8671.0,8806.7001953125,8806.7001953125,1262234,BAJAJFINSV,Financial Services
2020-11-27,8844.9501953125,8934.4501953125,8680.0,8758.7998046875,8758.7998046875,1419350,BAJAJFINSV,Financial Services
2020-12-01,8800.0,8828.849609375,8712.650390625,8746.5498046875,8746.5498046875,694283,BAJAJFINSV,Financial Services
2020-12-02,8750.0,8879.5,8661.650390625,8802.2001953125,8802.2001953125,884969,BAJAJFINSV,Financial Services
2020-12-03,8831.0,9191.2001953125,8811.099609375,9114.0498046875,9114.0498046875,1437048,BAJAJFINSV,Financial Services
2020-12-04,9159.0,9234.5,8970.0,9052.4501953125,9052.4501953125,1062443,BAJAJFINSV,Financial Services
2020-12-07,9064.0,9129.0,8955.599609375,9051.9501953125,9051.9501953125,707405,BAJAJFINSV,Financial Services
2020-12-08,9056.0,9080.0,8901.0,8969.400390625,8969.400390625,583147,BAJAJFINSV,Financial Services
2020-12-09,9013.7998046875,9075.0,8951.0,9010.650390625,9010.650390625,451818,BAJAJFINSV,Financial Services
2020-12-10,9010.650390625,9074.0,8939.0,9028.849609375,9028.849609375,466726,BAJAJFINSV,Financial Services
2020-12-11,9067.0,9139.0,8951.0,8995.0498046875,8995.0498046875,551456,BAJAJFINSV,Financial Services
2020-12-14,9066.7998046875,9066.7998046875,8895.150390625,8933.5,8933.5,444884,BAJAJFINSV,Financial Services
2020-12-15,8925.0,9338.900390625,8870.0,9296.9501953125,9296.9501953125,1124527,BAJAJFINSV,Financial Services
2020-12-16,9369.599609375,9450.0,9212.0,9257.7001953125,9257.7001953125,761170,BAJAJFINSV,Financial Services
2020-12-17,9257.7001953125,9399.900390625,9208.0,9294.099609375,9294.099609375,550738,BAJAJFINSV,Financial Services
2020-12-18,9249.900390625,9315.0,9125.0,9215.599609375,9215.599609375,480333,BAJAJFINSV,Financial Services
2020-12-21,9189.0,9245.0,8569.650390625,8846.75,8846.75,713285,BAJAJFINSV,Financial Services
2020-12-22,8850.0,8963.7998046875,8621.2001953125,8938.849609375,8938.849609375,783296,BAJAJFINSV,Financial Services
2020-12-23,8900.0,9140.0,8880.0,9013.25,9013.25,575454,BAJAJFINSV,Financial Services
2020-12-24,9083.599609375,9123.9501953125,8964.099609375,8992.5498046875,8992.5498046875,498397,BAJAJFINSV,Financial Services
2020-12-28,9064.650390625,9115.0,8965.0,8995.0498046875,8995.0498046875,344994,BAJAJFINSV,Financial Services
2020-12-29,9040.099609375,9056.099609375,8897.4501953125,8976.0498046875,8976.0498046875,406601,BAJAJFINSV,Financial Services
2020-12-30,9000.0,9020.9501953125,8921.0,8961.7001953125,8961.7001953125,491074,BAJAJFINSV,Financial Services
2020-12-31,8949.0,9030.0,8840.0,8906.349609375,8906.349609375,476050,BAJAJFINSV,Financial Services
2021-01-01,8930.0,8958.7001953125,8840.0,8870.4501953125,8870.4501953125,288101,BAJAJFINSV,Financial Services
2021-01-04,8940.0,9065.0,8841.75,8898.75,8898.75,613306,BAJAJFINSV,Financial Services
2021-01-05,8900.0498046875,8920.0,8736.9501953125,8820.849609375,8820.849609375,486214,BAJAJFINSV,Financial Services
2021-01-06,8900.0,8900.0,8636.0,8786.349609375,8786.349609375,599193,BAJAJFINSV,Financial Services
2021-01-07,8820.0,9069.0,8812.0,8988.0,8988.0,601648,BAJAJFINSV,Financial Services
2021-01-08,9036.0,9265.0,8948.0,9171.599609375,9171.599609375,824261,BAJAJFINSV,Financial Services
2021-01-11,9201.0,9262.0,8955.0,8986.099609375,8986.099609375,542444,BAJAJFINSV,Financial Services
2021-01-12,9004.0,9069.900390625,8922.5,8959.0,8959.0,577045,BAJAJFINSV,Financial Services
2021-01-13,9004.7998046875,9030.0,8710.150390625,8793.650390625,8793.650390625,514078,BAJAJFINSV,Financial Services
2021-01-14,8814.0,8929.9501953125,8675.0,8747.349609375,8747.349609375,568437,BAJAJFINSV,Financial Services
2021-01-15,8754.7998046875,8826.2001953125,8610.0,8636.099609375,8636.099609375,519651,BAJAJFINSV,Financial Services
2021-01-18,8636.099609375,8636.099609375,8273.7001953125,8354.599609375,8354.599609375,634436,BAJAJFINSV,Financial Services
2021-01-19,8400.0,8978.0,8400.0,8924.150390625,8924.150390625,1379718,BAJAJFINSV,Financial Services
2021-01-20,8938.0,9025.0,8838.0,8938.25,8938.25,786496,BAJAJFINSV,Financial Services
2021-01-21,8995.0,9388.849609375,8950.5,9052.7998046875,9052.7998046875,1645377,BAJAJFINSV,Financial Services
2021-01-22,9070.0,9213.5,8965.2001953125,9071.0,9071.0,839822,BAJAJFINSV,Financial Services
2021-01-25,9144.0,9344.900390625,9080.0,9198.900390625,9198.900390625,781122,BAJAJFINSV,Financial Services
2021-01-27,9165.0,9284.9501953125,9042.0498046875,9126.099609375,9126.099609375,616631,BAJAJFINSV,Financial Services
2021-01-28,9020.0,9215.25,8817.599609375,8955.2998046875,8955.2998046875,844736,BAJAJFINSV,Financial Services
2021-01-29,9041.9501953125,9109.349609375,8675.5498046875,8722.75,8722.75,727352,BAJAJFINSV,Financial Services
2021-02-01,8750.0,9838.900390625,8638.0,9721.7998046875,9721.7998046875,1565365,BAJAJFINSV,Financial Services
2021-02-02,9827.7001953125,9990.0,9315.0,9476.2998046875,9476.2998046875,1394390,BAJAJFINSV,Financial Services
2021-02-03,9561.599609375,9639.2998046875,9435.349609375,9536.0498046875,9536.0498046875,623545,BAJAJFINSV,Financial Services
2021-02-04,9510.0,9760.0,9470.5,9700.5498046875,9700.5498046875,604727,BAJAJFINSV,Financial Services
2021-02-05,9780.0,9940.0,9556.0,9722.2001953125,9722.2001953125,922561,BAJAJFINSV,Financial Services
2021-02-08,9750.0,10110.0,9738.0498046875,10021.0498046875,10021.0498046875,985855,BAJAJFINSV,Financial Services
2021-02-09,10067.0,10068.0,9882.0,9941.650390625,9941.650390625,512607,BAJAJFINSV,Financial Services
2021-02-10,9901.0,10354.599609375,9901.0,10227.9501953125,10227.9501953125,1430667,BAJAJFINSV,Financial Services
2021-02-11,10105.0,10417.900390625,10105.0,10216.650390625,10216.650390625,715538,BAJAJFINSV,Financial Services
2021-02-12,10250.0,10331.150390625,10168.0,10278.7998046875,10278.7998046875,380285,BAJAJFINSV,Financial Services
2021-02-15,10330.2001953125,10579.0,10280.0,10537.7001953125,10537.7001953125,536406,BAJAJFINSV,Financial Services
2021-02-16,10500.0,10532.0,10361.0,10460.599609375,10460.599609375,358604,BAJAJFINSV,Financial Services
2021-02-17,10420.0,10498.7998046875,10112.2001953125,10185.650390625,10185.650390625,582259,BAJAJFINSV,Financial Services
2021-02-18,10310.0,10310.0,10135.0,10198.9501953125,10198.9501953125,434741,BAJAJFINSV,Financial Services
2021-02-19,10150.0,10427.650390625,10140.0,10250.4501953125,10250.4501953125,623343,BAJAJFINSV,Financial Services
2021-02-22,10230.0,10249.2001953125,9960.150390625,10000.599609375,10000.599609375,426908,BAJAJFINSV,Financial Services
2021-02-23,10051.0,10195.0,9929.150390625,10008.650390625,10008.650390625,342610,BAJAJFINSV,Financial Services
2021-02-24,10030.0,10250.0,10015.0498046875,10199.599609375,10199.599609375,269976,BAJAJFINSV,Financial Services
2021-02-25,10340.0,10377.9501953125,10131.599609375,10264.4501953125,10264.4501953125,354802,BAJAJFINSV,Financial Services
2021-02-26,9950.0,10114.7001953125,9600.0,9648.599609375,9648.599609375,846505,BAJAJFINSV,Financial Services
2021-03-01,9799.0,9848.599609375,9613.7001953125,9774.0498046875,9774.0498046875,322437,BAJAJFINSV,Financial Services
2021-03-02,9850.0,9965.0,9779.099609375,9877.0,9877.0,297001,BAJAJFINSV,Financial Services
2021-03-03,9926.400390625,10444.9501953125,9890.400390625,10395.599609375,10395.599609375,504122,BAJAJFINSV,Financial Services
2021-03-04,10150.0,10280.0,10077.75,10129.9501953125,10129.9501953125,412117,BAJAJFINSV,Financial Services
2021-03-05,10080.0,10161.0,9900.0498046875,9958.099609375,9958.099609375,355126,BAJAJFINSV,Financial Services
2021-03-08,9970.0,10045.650390625,9805.2998046875,9839.099609375,9839.099609375,264007,BAJAJFINSV,Financial Services
2021-03-09,10000.0,10119.9501953125,9860.2001953125,9969.150390625,9969.150390625,306211,BAJAJFINSV,Financial Services
2021-03-10,10025.0,10094.7001953125,9930.599609375,9991.4501953125,9991.4501953125,244632,BAJAJFINSV,Financial Services
2021-03-12,10081.5,10216.099609375,9840.0,9934.099609375,9934.099609375,454348,BAJAJFINSV,Financial Services
2021-03-15,9969.0,9969.0,9544.0,9689.0498046875,9689.0498046875,545913,BAJAJFINSV,Financial Services
2021-03-16,9725.0,9785.650390625,9585.0,9613.2998046875,9613.2998046875,370587,BAJAJFINSV,Financial Services
2021-03-17,9630.0,9661.849609375,9480.0498046875,9525.099609375,9525.099609375,293449,BAJAJFINSV,Financial Services
2021-03-18,9600.0,9735.0,9372.0,9430.150390625,9430.150390625,401135,BAJAJFINSV,Financial Services
2021-03-19,9350.0,9489.849609375,9211.599609375,9440.650390625,9440.650390625,488126,BAJAJFINSV,Financial Services
2021-03-22,9450.0,9494.9501953125,9312.0498046875,9405.849609375,9405.849609375,293029,BAJAJFINSV,Financial Services
2021-03-23,9424.0,9506.599609375,9382.2998046875,9405.2001953125,9405.2001953125,296483,BAJAJFINSV,Financial Services
2021-03-24,9370.0,9378.650390625,9179.25,9202.0498046875,9202.0498046875,335439,BAJAJFINSV,Financial Services
2021-03-25,9225.0,9250.0,8960.0498046875,9057.5498046875,9057.5498046875,382008,BAJAJFINSV,Financial Services
2021-03-26,9140.0,9507.0,9140.0,9467.4501953125,9467.4501953125,678636,BAJAJFINSV,Financial Services
2021-03-30,9547.0,9645.0,9440.0498046875,9502.349609375,9502.349609375,356511,BAJAJFINSV,Financial Services
2021-03-31,9512.349609375,9715.599609375,9450.0,9668.599609375,9668.599609375,424140,BAJAJFINSV,Financial Services
